SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SADBHAV, EQ, 28-Mar-2019, 250.20, 251.85, 255.90, 245.00, 246.00, 245.70, 249.66, 87196, 217.69, 1860, 67809, 77.77
SADBHIN, EQ, 28-Mar-2019, 88.05, 88.10, 90.00, 88.10, 88.25, 88.55, 89.03, 3681, 3.28, 81, 2192, 59.55
SAGARDEEP, EQ, 28-Mar-2019, 56.50, 53.70, 58.90, 53.70, 57.95, 58.35, 54.83, 118554, 65.01, 402, 69109, 58.29
SAGCEM, EQ, 28-Mar-2019, 645.60, 647.05, 658.95, 645.00, 645.15, 645.65, 650.86, 5500, 35.80, 639, 4134, 75.16
SAIL, EQ, 28-Mar-2019, 50.25, 50.30, 51.10, 50.10, 50.85, 50.70, 50.59, 22880350, 11574.56, 26800, 11056707, 48.32
SAKAR, SM, 28-Mar-2019, 52.90, 51.00, 51.00, 51.00, 51.00, 51.00, 51.00, 3000, 1.53, 1, 3000, 100.00
SAKETH, SM, 28-Mar-2019, 109.90, 109.90, 109.90, 109.90, 109.90, 109.90, 109.90, 2000, 2.20, 1, 2000, 100.00
SAKHTISUG, BE, 28-Mar-2019, 11.25, 11.05, 11.50, 11.05, 11.40, 11.20, 11.25, 13135, 1.48, 37, -, -
SAKSOFT, EQ, 28-Mar-2019, 274.75, 274.00, 283.50, 274.00, 280.50, 279.80, 278.33, 2890, 8.04, 204, 1985, 68.69
SAKUMA, EQ, 28-Mar-2019, 27.20, 27.30, 28.00, 27.30, 27.95, 27.85, 27.59, 200747, 55.38, 863, 100719, 50.17
SALASAR, EQ, 28-Mar-2019, 213.80, 213.05, 223.85, 213.05, 221.90, 220.60, 218.38, 19732, 43.09, 508, 12927, 65.51
SALONA, EQ, 28-Mar-2019, 63.00, 62.00, 62.05, 60.60, 61.00, 61.65, 61.22, 1654, 1.01, 53, 1111, 67.17
SALSTEEL, EQ, 28-Mar-2019, 4.80, 5.15, 5.15, 4.80, 5.10, 5.10, 5.01, 26927, 1.35, 91, 19637, 72.93
SALZERELEC, EQ, 28-Mar-2019, 115.65, 117.30, 120.00, 116.05, 117.60, 118.35, 118.17, 8612, 10.18, 159, 6652, 77.24
SAMBHAAV, EQ, 28-Mar-2019, 4.30, 4.35, 4.50, 4.25, 4.35, 4.35, 4.36, 19522, 0.85, 52, 12388, 63.46
SANCO, EQ, 28-Mar-2019, 14.00, 14.30, 14.85, 14.00, 14.45, 14.60, 14.50, 60096, 8.71, 240, 32925, 54.79
SANDESH, EQ, 28-Mar-2019, 758.80, 773.95, 774.00, 751.00, 765.00, 761.25, 759.30, 390, 2.96, 88, 286, 73.33
SANDHAR, EQ, 28-Mar-2019, 264.70, 264.05, 269.10, 260.00, 261.10, 263.65, 265.15, 63924, 169.50, 713, 60157, 94.11
SANGAMIND, EQ, 28-Mar-2019, 65.50, 67.00, 67.00, 64.90, 65.10, 65.45, 65.79, 1782, 1.17, 47, 1277, 71.66
SANGHIIND, EQ, 28-Mar-2019, 60.05, 60.10, 60.70, 59.60, 60.50, 60.25, 60.03, 67869, 40.74, 531, 60834, 89.63
SANGHVIFOR, EQ, 28-Mar-2019, 23.60, 24.80, 24.80, 23.60, 24.35, 24.30, 23.99, 1037, 0.25, 17, 616, 59.40
SANGHVIMOV, EQ, 28-Mar-2019, 102.95, 102.55, 110.80, 102.35, 106.00, 106.10, 104.63, 132166, 138.29, 901, 108396, 82.02
SANGINITA, SM, 28-Mar-2019, 62.00, 61.00, 64.95, 59.00, 62.00, 62.00, 61.19, 5000, 3.06, 4, 5000, 100.00
SANOFI, EQ, 28-Mar-2019, 5748.85, 5770.00, 5849.90, 5704.95, 5789.95, 5762.00, 5746.21, 31632, 1817.64, 3715, 25399, 80.30
SANWARIA, EQ, 28-Mar-2019, 9.05, 9.20, 9.35, 9.10, 9.35, 9.30, 9.21, 816499, 75.18, 1082, 409032, 50.10
SARDAEN, EQ, 28-Mar-2019, 290.75, 289.00, 299.60, 289.00, 296.00, 296.15, 295.90, 30621, 90.61, 764, 23497, 76.73
SAREGAMA, EQ, 28-Mar-2019, 566.55, 575.00, 580.00, 568.00, 579.95, 577.85, 574.29, 9076, 52.12, 459, 6285, 69.25
SARLAPOLY, EQ, 28-Mar-2019, 25.50, 25.60, 26.00, 25.10, 25.55, 25.45, 25.35, 28188, 7.15, 152, 25102, 89.05
SARVESHWAR, SM, 28-Mar-2019, 34.70, 35.95, 35.95, 34.75, 34.90, 34.90, 35.26, 8000, 2.82, 5, 6400, 80.00
SASKEN, EQ, 28-Mar-2019, 632.50, 640.00, 643.50, 625.10, 632.00, 633.35, 633.82, 6410, 40.63, 1454, 2041, 31.84
SASTASUNDR, EQ, 28-Mar-2019, 119.65, 122.00, 122.00, 115.65, 121.00, 120.45, 119.55, 6489, 7.76, 42, 6060, 93.39
SATHAISPAT, BZ, 28-Mar-2019, 7.70, 7.50, 7.60, 7.35, 7.40, 7.40, 7.41, 3610, 0.27, 13, -, -
SATIN, EQ, 28-Mar-2019, 350.55, 352.00, 360.00, 346.20, 350.00, 349.50, 352.19, 16035, 56.47, 315, 9622, 60.01
SBIETFQLTY, EQ, 28-Mar-2019, 96.09, 97.00, 97.00, 96.20, 96.56, 96.27, 96.33, 1160, 1.12, 22, 1059, 91.29
SBILIFE, EQ, 28-Mar-2019, 618.70, 620.00, 624.80, 613.60, 616.00, 616.20, 617.00, 89907, 554.73, 3740, 55025, 61.20
SBIN, EQ, 28-Mar-2019, 308.80, 310.10, 339.65, 309.05, 319.20, 319.00, 315.18, 63244736, 199337.55, 269672, 19170708, 30.31
SBIN, N2, 28-Mar-2019, 10418.55, 10421.00, 10500.00, 10421.00, 10450.00, 10450.00, 10455.98, 113, 11.82, 10, 113, 100.00
SBIN, N5, 28-Mar-2019, 10801.28, 10849.00, 11390.00, 10806.00, 10815.00, 10807.16, 10815.13, 911, 98.53, 87, 843, 92.54
SBIN, N6, 28-Mar-2019, 10500.00, 10410.00, 10590.00, 10410.00, 10590.00, 10590.00, 10500.00, 20, 2.10, 2, 0, 0.00
SCAPDVR, BE, 28-Mar-2019, 0.95, 0.90, 0.90, 0.90, 0.90, 0.90, 0.90, 11817, 0.11, 10, -, -
SCHAEFFLER, EQ, 28-Mar-2019, 5458.45, 5375.15, 5494.10, 5355.15, 5385.00, 5379.85, 5404.62, 9454, 510.95, 1733, 8007, 84.69
SCHAND, EQ, 28-Mar-2019, 166.60, 166.00, 185.00, 165.10, 179.00, 177.20, 173.71, 216923, 376.82, 3504, 141638, 65.29
SCHNEIDER, EQ, 28-Mar-2019, 101.85, 102.70, 104.65, 101.45, 101.80, 102.05, 103.02, 73882, 76.11, 2364, 38371, 51.94
SCI, EQ, 28-Mar-2019, 37.15, 37.50, 37.90, 37.20, 37.80, 37.55, 37.49, 459205, 172.16, 1814, 261081, 56.85
SDBL, EQ, 28-Mar-2019, 150.95, 155.00, 157.50, 152.50, 157.00, 156.55, 154.99, 54144, 83.92, 1087, 30046, 55.49
SEAMECLTD, EQ, 28-Mar-2019, 417.70, 424.00, 429.00, 418.55, 429.00, 428.05, 424.91, 25086, 106.59, 435, 22098, 88.09
SELAN, EQ, 28-Mar-2019, 178.00, 178.75, 181.45, 178.10, 180.45, 180.35, 180.18, 30028, 54.11, 998, 16846, 56.10
SELMCL, BE, 28-Mar-2019, 1.15, 1.10, 1.20, 1.10, 1.20, 1.15, 1.19, 64391, 0.76, 25, -, -
SEPOWER, EQ, 28-Mar-2019, 4.05, 4.10, 4.10, 3.85, 4.10, 4.10, 3.89, 2304, 0.09, 7, 2214, 96.09
SEQUENT, EQ, 28-Mar-2019, 72.65, 72.90, 74.65, 72.15, 73.60, 73.20, 73.47, 355162, 260.92, 3193, 187858, 52.89
SERVOTECH, SM, 28-Mar-2019, 18.70, 17.20, 17.20, 17.20, 17.20, 17.20, 17.20, 4000, 0.69, 1, 4000, 100.00
SESHAPAPER, EQ, 28-Mar-2019, 948.20, 956.05, 960.45, 930.05, 934.00, 934.75, 938.79, 2069, 19.42, 268, 1418, 68.54
SETCO, EQ, 28-Mar-2019, 32.70, 32.70, 33.45, 32.70, 32.75, 32.90, 33.02, 366144, 120.91, 886, 280355, 76.57
SETF10GILT, EQ, 28-Mar-2019, 168.50, 168.85, 168.85, 168.01, 168.01, 168.01, 168.41, 96, 0.16, 3, 96, 100.00
SETFGOLD, EQ, 28-Mar-2019, 2879.65, 2881.50, 2884.40, 2872.00, 2872.25, 2873.00, 2876.89, 615, 17.69, 112, 369, 60.00
SETFNIF50, EQ, 28-Mar-2019, 117.10, 117.38, 118.79, 117.00, 118.31, 118.31, 117.82, 55678, 65.60, 164, 50892, 91.40
SETFNIFBK, EQ, 28-Mar-2019, 301.47, 303.00, 307.73, 302.00, 307.39, 307.69, 306.01, 17965, 54.98, 84, 16479, 91.73
SETFNN50, EQ, 28-Mar-2019, 282.02, 281.00, 285.00, 281.00, 284.00, 284.00, 284.09, 1274, 3.62, 33, 1242, 97.49
SFL, EQ, 28-Mar-2019, 1246.85, 1230.00, 1259.85, 1200.10, 1235.00, 1249.00, 1238.18, 446146, 5524.10, 12134, 291482, 65.33
SGBAUG24, GB, 28-Mar-2019, 2983.18, 2992.00, 3000.00, 2980.00, 3000.00, 2987.03, 2984.68, 602, 17.97, 50, 449, 74.58
SGBDEC25, GB, 28-Mar-2019, 3000.00, 2910.00, 2910.00, 2910.00, 2910.00, 2910.00, 2910.00, 1, 0.03, 1, 1, 100.00
SGBDEC2512, GB, 28-Mar-2019, 2906.01, 2906.00, 2906.00, 2906.00, 2906.00, 2906.00, 2906.00, 1, 0.03, 1, 1, 100.00
SGBDEC26, GB, 28-Mar-2019, 2950.00, 2901.01, 2902.00, 2901.01, 2901.01, 2901.04, 2901.04, 70, 2.03, 3, 70, 100.00
SGBJAN26, GB, 28-Mar-2019, 3000.00, 2905.01, 2905.01, 2905.01, 2905.01, 2905.01, 2905.01, 5, 0.15, 1, 5, 100.00
SGBJUL25, GB, 28-Mar-2019, 2960.00, 3000.00, 3000.00, 2931.10, 2931.10, 2959.08, 2973.77, 156, 4.64, 13, 146, 93.59
SGBMAR24, GB, 28-Mar-2019, 3000.00, 2981.00, 2981.00, 2980.00, 2980.00, 2980.00, 2980.50, 2, 0.06, 2, 2, 100.00
SGBMAR25, GB, 28-Mar-2019, 2963.87, 2956.00, 2973.05, 2956.00, 2973.05, 2973.05, 2960.35, 73, 2.16, 8, 60, 82.19
SGBMAY25, GB, 28-Mar-2019, 2995.00, 2961.00, 2961.00, 2951.00, 2953.00, 2953.00, 2956.89, 18, 0.53, 8, 18, 100.00
SGBMAY26, GB, 28-Mar-2019, 2951.00, 2930.00, 2960.00, 2930.00, 2960.00, 2960.00, 2945.00, 2, 0.06, 2, 1, 50.00
SGBNOV23, GB, 28-Mar-2019, 3042.90, 3035.00, 3100.00, 3025.00, 3100.00, 3100.00, 3060.00, 10, 0.31, 5, 9, 90.00
SGBNOV24, GB, 28-Mar-2019, 2976.62, 2976.60, 2980.00, 2951.00, 2980.00, 2980.00, 2971.48, 127, 3.77, 11, 103, 81.10
SGBNOV25, GB, 28-Mar-2019, 2980.00, 2875.01, 2875.01, 2875.01, 2875.01, 2875.01, 2875.01, 2, 0.06, 1, 2, 100.00
SGBNOV25IX, GB, 28-Mar-2019, 2950.00, 2881.01, 2881.01, 2881.01, 2881.01, 2881.01, 2881.01, 2, 0.06, 1, 2, 100.00
SGBNOV26, GB, 28-Mar-2019, 2911.00, 2905.00, 2990.00, 2905.00, 2990.00, 2990.00, 2923.81, 5, 0.15, 3, 5, 100.00
SGBOCT25, GB, 28-Mar-2019, 2941.00, 2941.00, 2970.00, 2901.01, 2901.01, 2901.01, 2953.35, 17, 0.50, 4, 13, 76.47
SGBOCT25IV, GB, 28-Mar-2019, 2935.50, 2960.00, 2960.00, 2960.00, 2960.00, 2960.00, 2960.00, 10, 0.30, 1, 10, 100.00
SGBSEP24, GB, 28-Mar-2019, 2995.17, 2973.00, 2974.00, 2965.00, 2965.00, 2965.00, 2968.55, 110, 3.27, 54, 108, 98.18
SGL, EQ, 28-Mar-2019, 5.85, 5.80, 6.20, 5.35, 6.15, 5.80, 5.81, 24709, 1.43, 61, 14490, 58.64
SHAHALLOYS, EQ, 28-Mar-2019, 15.55, 16.20, 16.20, 15.00, 15.15, 15.50, 15.63, 3840, 0.60, 99, 3017, 78.57
SHAKTIPUMP, EQ, 28-Mar-2019, 380.50, 384.30, 389.80, 380.00, 384.25, 383.20, 384.46, 25631, 98.54, 1078, 10841, 42.30
SHALBY, EQ, 28-Mar-2019, 127.55, 128.95, 130.55, 127.70, 129.70, 129.40, 129.39, 18461, 23.89, 700, 11710, 63.43
SHALPAINTS, EQ, 28-Mar-2019, 74.60, 75.50, 79.35, 74.30, 78.90, 77.95, 77.12, 250107, 192.88, 2616, 156908, 62.74
SHANKARA, EQ, 28-Mar-2019, 399.45, 406.35, 418.00, 403.00, 407.90, 408.05, 412.35, 108049, 445.54, 5076, 47196, 43.68
SHANTI, SM, 28-Mar-2019, 24.00, 24.10, 24.10, 24.10, 24.10, 24.10, 24.10, 3000, 0.72, 1, 3000, 100.00
SHANTIGEAR, EQ, 28-Mar-2019, 128.35, 129.10, 130.00, 127.00, 127.50, 128.85, 128.84, 3380, 4.35, 176, 2725, 80.62
SHARDACROP, EQ, 28-Mar-2019, 364.85, 363.10, 366.00, 358.00, 365.00, 365.10, 361.73, 6251, 22.61, 495, 3365, 53.83
SHARDAMOTR, EQ, 28-Mar-2019, 1510.55, 1502.20, 1520.05, 1502.20, 1505.00, 1509.80, 1511.39, 670, 10.13, 143, 611, 91.19
SHARIABEES, EQ, 28-Mar-2019, 255.07, 254.75, 254.75, 254.00, 254.00, 254.00, 254.09, 24, 0.06, 2, 24, 100.00
SHARONBIO, BZ, 28-Mar-2019, 3.45, 3.30, 3.30, 3.30, 3.30, 3.30, 3.30, 8834, 0.29, 13, -, -
SHEMAROO, EQ, 28-Mar-2019, 400.05, 404.15, 410.00, 402.55, 410.00, 408.85, 407.09, 3555, 14.47, 346, 1934, 54.40
SHILPAMED, EQ, 28-Mar-2019, 343.55, 343.55, 346.95, 322.90, 343.60, 344.80, 343.12, 37866, 129.93, 1522, 27320, 72.15
SHILPI, BZ, 28-Mar-2019, 1.90, 1.95, 1.95, 1.85, 1.95, 1.95, 1.92, 44337, 0.85, 57, -, -
SHIRPUR-G, EQ, 28-Mar-2019, 25.20, 24.50, 24.50, 23.95, 23.95, 23.95, 24.03, 44079, 10.59, 241, 37590, 85.28
SHIVAMAUTO, EQ, 28-Mar-2019, 34.55, 34.40, 36.50, 34.40, 35.00, 35.45, 35.72, 55438, 19.80, 565, 29056, 52.41
SHIVAMILLS, EQ, 28-Mar-2019, 49.75, 48.10, 52.50, 48.10, 49.50, 49.50, 50.59, 220, 0.11, 7, 180, 81.82
SHIVATEX, EQ, 28-Mar-2019, 170.00, 166.05, 173.20, 158.10, 169.25, 162.95, 164.84, 2062, 3.40, 83, 1311, 63.58
SHK, EQ, 28-Mar-2019, 152.95, 152.80, 153.85, 146.80, 151.00, 150.85, 150.67, 269383, 405.87, 2690, 229557, 85.22
SHOPERSTOP, EQ, 28-Mar-2019, 469.45, 465.00, 468.95, 461.60, 462.00, 464.85, 465.26, 22350, 103.99, 1377, 9710, 43.45
SHREECEM, EQ, 28-Mar-2019, 17885.60, 17914.00, 18449.00, 17657.45, 18234.85, 18268.85, 18087.45, 46017, 8323.30, 9407, 32419, 70.45
SHREEPUSHK, EQ, 28-Mar-2019, 157.15, 157.55, 163.85, 157.50, 161.00, 160.70, 161.49, 21757, 35.14, 701, 13501, 62.05
SHREERAMA, EQ, 28-Mar-2019, 5.30, 5.25, 5.70, 5.25, 5.60, 5.55, 5.48, 18465, 1.01, 74, 13248, 71.75
SHRENIK, SM, 28-Mar-2019, 71.25, 71.25, 74.50, 71.20, 73.40, 73.55, 73.11, 106250, 77.68, 64, 26875, 25.29
SHREYANIND, EQ, 28-Mar-2019, 151.10, 153.15, 155.70, 150.05, 150.85, 151.00, 152.61, 24138, 36.84, 808, 8268, 34.25
SHREYAS, EQ, 28-Mar-2019, 186.90, 187.05, 212.00, 185.00, 207.95, 203.05, 197.69, 9811, 19.40, 553, 5857, 59.70
SHRIPISTON, BE, 28-Mar-2019, 1022.00, 1022.00, 1032.00, 1007.00, 1028.00, 1028.10, 1022.78, 51, 0.52, 4, -, -
SHRIRAMCIT, EQ, 28-Mar-2019, 1790.25, 1817.10, 1817.10, 1790.05, 1791.30, 1796.35, 1797.43, 4375, 78.64, 850, 2859, 65.35
SHRIRAMEPC, EQ, 28-Mar-2019, 8.05, 8.05, 8.25, 7.85, 8.20, 8.15, 8.09, 68371, 5.53, 204, 57038, 83.42
SHUBHLAXMI, SM, 28-Mar-2019, 84.50, 85.00, 89.00, 85.00, 89.00, 89.00, 87.50, 12000, 10.50, 3, 12000, 100.00
SHYAMCENT, EQ, 28-Mar-2019, 6.35, 6.50, 6.75, 6.40, 6.45, 6.45, 6.48, 7622, 0.49, 27, 6501, 85.29
SICAGEN, EQ, 28-Mar-2019, 23.30, 23.65, 25.00, 23.35, 24.50, 24.20, 24.49, 55724, 13.65, 258, 40757, 73.14
SICAL, EQ, 28-Mar-2019, 137.95, 139.30, 145.00, 137.85, 138.45, 139.40, 140.75, 25415, 35.77, 534, 6547, 25.76
SIEMENS, EQ, 28-Mar-2019, 1064.75, 1065.30, 1094.40, 1064.75, 1091.00, 1088.05, 1081.75, 942506, 10195.54, 25217, 490908, 52.09
SIGIND, EQ, 28-Mar-2019, 37.20, 37.25, 38.75, 37.00, 37.80, 37.95, 38.07, 11009, 4.19, 109, 8934, 81.15
SIL, BE, 28-Mar-2019, 15.40, 15.40, 15.55, 14.75, 14.75, 14.75, 15.30, 1564, 0.24, 7, -, -
SILINV, EQ, 28-Mar-2019, 170.45, 171.15, 175.40, 171.15, 171.50, 172.95, 173.34, 4188, 7.26, 318, 3078, 73.50
SILLYMONKS, SM, 28-Mar-2019, 68.00, 66.50, 66.50, 66.50, 66.50, 66.50, 66.50, 1200, 0.80, 1, 1200, 100.00
SILVERTUC, SM, 28-Mar-2019, 122.00, 124.90, 134.50, 123.05, 123.15, 123.10, 126.09, 9000, 11.35, 9, 4000, 44.44
SIMBHALS, EQ, 28-Mar-2019, 9.15, 9.45, 9.60, 9.20, 9.50, 9.45, 9.51, 25615, 2.44, 52, 24053, 93.90
SIMPLEXINF, EQ, 28-Mar-2019, 175.90, 175.40, 184.40, 173.95, 176.80, 175.55, 181.15, 242712, 439.68, 2126, 179309, 73.88
SINTERCOM, SM, 28-Mar-2019, 70.00, 70.00, 70.00, 70.00, 70.00, 70.00, 70.00, 2000, 1.40, 1, 2000, 100.00
SINTEX, EQ, 28-Mar-2019, 8.50, 8.55, 8.65, 8.45, 8.50, 8.50, 8.56, 1549473, 132.63, 2593, 829960, 53.56
SIRCA, SM, 28-Mar-2019, 244.95, 248.90, 248.90, 248.90, 248.90, 248.90, 248.90, 800, 1.99, 1, 800, 100.00
SIS, EQ, 28-Mar-2019, 865.50, 861.55, 868.25, 852.00, 860.00, 856.75, 860.31, 1787, 15.37, 275, 791, 44.26
SITASHREE, BE, 28-Mar-2019, 0.65, 0.60, 0.65, 0.60, 0.65, 0.60, 0.60, 13877, 0.08, 16, -, -
SITINET, BE, 28-Mar-2019, 4.55, 4.75, 4.75, 4.45, 4.75, 4.75, 4.74, 236535, 11.21, 116, -, -
SIYSIL, EQ, 28-Mar-2019, 406.45, 408.55, 425.00, 408.50, 421.90, 420.60, 414.61, 10073, 41.76, 457, 8469, 84.08
SJVN, EQ, 28-Mar-2019, 24.00, 24.10, 24.30, 23.80, 24.05, 24.10, 23.97, 2109576, 505.59, 8879, 1552489, 73.59
SKFINDIA, EQ, 28-Mar-2019, 1905.70, 1904.45, 1980.00, 1899.05, 1974.00, 1969.70, 1943.61, 7562, 146.98, 1146, 4560, 60.30
SKIL, BE, 28-Mar-2019, 10.90, 10.40, 10.50, 10.40, 10.50, 10.50, 10.49, 101422, 10.64, 36, -, -
SKIPPER, EQ, 28-Mar-2019, 65.05, 65.00, 67.40, 65.00, 67.20, 67.10, 66.47, 31278, 20.79, 510, 23061, 73.73
SKMEGGPROD, EQ, 28-Mar-2019, 51.65, 52.45, 53.80, 51.60, 52.35, 52.10, 52.49, 26874, 14.11, 267, 10778, 40.11
SKSTEXTILE, SM, 28-Mar-2019, 38.70, 36.80, 38.85, 36.80, 38.85, 37.80, 37.31, 4000, 1.49, 4, 1000, 25.00
SMARTLINK, EQ, 28-Mar-2019, 89.45, 89.00, 98.00, 86.00, 96.20, 96.75, 93.09, 54726, 50.94, 738, 43310, 79.14
SMLISUZU, EQ, 28-Mar-2019, 821.15, 822.00, 876.40, 821.15, 830.25, 836.40, 849.45, 244314, 2075.31, 13108, 29686, 12.15
SMPL, BE, 28-Mar-2019, 0.55, 0.55, 0.60, 0.50, 0.50, 0.50, 0.58, 70026, 0.40, 23, -, -
SMSLIFE, EQ, 28-Mar-2019, 552.60, 568.95, 580.20, 555.55, 564.85, 564.20, 572.42, 16992, 97.27, 696, 5773, 33.97
SMSPHARMA, EQ, 28-Mar-2019, 63.45, 63.30, 64.90, 63.25, 64.10, 64.10, 64.03, 21005, 13.45, 370, 12538, 59.69
SMVD, SM, 28-Mar-2019, 16.30, 16.40, 16.40, 16.40, 16.40, 16.40, 16.40, 2000, 0.33, 1, 2000, 100.00
SNOWMAN, EQ, 28-Mar-2019, 32.40, 32.50, 33.15, 32.30, 32.50, 32.45, 32.67, 134855, 44.06, 771, 88935, 65.95
SOBHA, EQ, 28-Mar-2019, 473.45, 474.10, 485.00, 472.45, 482.60, 481.10, 477.96, 135953, 649.80, 5146, 49303, 36.26
SOFTTECH, SM, 28-Mar-2019, 56.35, 53.55, 53.55, 53.50, 53.50, 53.50, 53.53, 3200, 1.71, 2, 3200, 100.00
SOLARA, EQ, 28-Mar-2019, 416.50, 416.05, 429.90, 413.00, 417.00, 415.90, 420.66, 41194, 173.29, 2110, 20576, 49.95
SOLARINDS, EQ, 28-Mar-2019, 1016.65, 1025.05, 1063.25, 1008.50, 1046.00, 1047.75, 1043.94, 14361, 149.92, 732, 11993, 83.51
SOMANYCERA, EQ, 28-Mar-2019, 409.05, 406.10, 420.00, 403.55, 419.90, 417.25, 410.13, 26219, 107.53, 1000, 15781, 60.19
SOMATEX, BE, 28-Mar-2019, 5.10, 4.85, 5.05, 4.85, 4.85, 4.85, 4.85, 2236, 0.11, 12, -, -
SOMICONVEY, EQ, 28-Mar-2019, 25.00, 24.55, 25.45, 24.25, 25.10, 24.60, 24.82, 1962, 0.49, 21, 1804, 91.95
SONAMCLOCK, SM, 28-Mar-2019, 37.10, 37.10, 37.10, 37.00, 37.10, 37.10, 37.08, 78000, 28.92, 6, 78000, 100.00
SONATSOFTW, EQ, 28-Mar-2019, 337.85, 340.00, 346.60, 333.50, 333.50, 335.15, 340.98, 184740, 629.92, 13568, 95461, 51.67
SORILINFRA, EQ, 28-Mar-2019, 275.40, 278.80, 289.15, 276.05, 289.15, 289.15, 286.59, 49567, 142.06, 627, 26585, 53.63
SOTL, EQ, 28-Mar-2019, 1193.35, 1182.15, 1192.90, 1153.60, 1157.50, 1173.05, 1175.70, 2113, 24.84, 216, 1049, 49.65
SOUTHBANK, EQ, 28-Mar-2019, 15.85, 16.00, 16.65, 15.90, 16.65, 16.50, 16.33, 23006627, 3756.66, 21565, 9108909, 39.59
SOUTHWEST, SM, 28-Mar-2019, 50.00, 52.00, 54.50, 46.50, 46.50, 47.25, 50.34, 41600, 20.94, 22, 27200, 65.38
SPAL, EQ, 28-Mar-2019, 304.35, 309.95, 320.35, 299.00, 310.20, 313.70, 310.04, 122908, 381.06, 1853, 79317, 64.53
SPARC, EQ, 28-Mar-2019, 192.45, 194.20, 198.50, 192.95, 194.50, 194.65, 196.24, 647260, 1270.19, 8748, 138893, 21.46
SPCENET, BE, 28-Mar-2019, 1.20, 1.25, 1.25, 1.20, 1.25, 1.25, 1.22, 45259, 0.55, 82, -, -
SPECIALITY, EQ, 28-Mar-2019, 98.35, 98.70, 100.30, 98.60, 99.85, 99.65, 99.62, 14098, 14.04, 240, 7910, 56.11
SPENCERS, EQ, 28-Mar-2019, 160.10, 160.10, 164.90, 157.10, 160.45, 159.30, 160.70, 174256, 280.04, 2021, 78810, 45.23
SPENTEX, BE, 28-Mar-2019, 1.70, 1.75, 1.75, 1.65, 1.75, 1.75, 1.72, 2395, 0.04, 11, -, -
SPIC, EQ, 28-Mar-2019, 25.45, 25.50, 25.75, 24.75, 25.20, 25.15, 25.36, 29835, 7.57, 261, 18549, 62.17
SPICEMOBI, BE, 28-Mar-2019, 7.80, 8.15, 8.15, 7.90, 7.90, 7.90, 8.07, 6214, 0.50, 13, -, -
SPLIL, EQ, 28-Mar-2019, 45.60, 46.05, 47.00, 45.60, 46.50, 46.25, 46.41, 65278, 30.29, 392, 47898, 73.38
SPMLINFRA, EQ, 28-Mar-2019, 29.95, 29.95, 31.55, 29.55, 30.25, 30.35, 30.63, 40297, 12.34, 1099, 25075, 62.23
SPTL, EQ, 28-Mar-2019, 19.95, 20.20, 20.40, 20.10, 20.30, 20.25, 20.23, 1093348, 221.18, 3393, 657607, 60.15
SPYL, BE, 28-Mar-2019, 0.30, 0.35, 0.35, 0.30, 0.30, 0.30, 0.35, 56146, 0.19, 17, -, -
SQSBFSI, EQ, 28-Mar-2019, 502.00, 506.80, 506.80, 503.00, 503.50, 504.30, 504.96, 3812, 19.25, 323, 2123, 55.69
SREEL, EQ, 28-Mar-2019, 226.15, 229.00, 229.75, 225.00, 228.90, 226.35, 227.98, 7008, 15.98, 256, 4340, 61.93
SREIBNPNCD, NN, 28-Mar-2019, 1089.00, 1118.00, 1119.00, 1118.00, 1119.00, 1119.00, 1118.60, 10, 0.11, 3, 10, 100.00
SREIBNPNCD, NQ, 28-Mar-2019, 950.00, 1010.00, 1010.00, 1010.00, 1010.00, 1010.00, 1010.00, 8, 0.08, 1, 8, 100.00
SREIBNPNCD, NU, 28-Mar-2019, 965.00, 988.00, 988.00, 988.00, 988.00, 988.00, 988.00, 20, 0.20, 1, 20, 100.00
SREINFRA, EQ, 28-Mar-2019, 28.20, 28.65, 29.85, 28.30, 29.50, 29.45, 29.18, 1928137, 562.59, 5690, 847079, 43.93
SREINFRA, NX, 28-Mar-2019, 975.05, 975.05, 1005.01, 975.05, 1005.01, 1005.01, 990.03, 20, 0.20, 2, 10, 50.00
SREINFRA, Y1, 28-Mar-2019, 970.00, 930.00, 945.00, 930.00, 945.00, 945.00, 940.56, 71, 0.67, 5, 71, 100.00
SREINFRA, Y5, 28-Mar-2019, 903.23, 905.00, 905.00, 890.00, 890.00, 890.28, 899.28, 430, 3.87, 22, 410, 95.35
SREINFRA, YB, 28-Mar-2019, 995.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 4, 0.04, 1, 4, 100.00
SRF, EQ, 28-Mar-2019, 2434.95, 2448.50, 2463.70, 2384.40, 2451.10, 2451.10, 2451.36, 151065, 3703.14, 10385, 25946, 17.18
SRHHYPOLTD, EQ, 28-Mar-2019, 168.55, 168.15, 177.00, 168.10, 174.40, 173.35, 172.91, 15776, 27.28, 298, 10764, 68.23
SRIPIPES, EQ, 28-Mar-2019, 227.80, 228.80, 233.05, 223.30, 227.15, 227.75, 230.23, 93818, 216.00, 2151, 44315, 47.24
