SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
HDIL, EQ, 28-Mar-2019, 25.65, 25.65, 26.00, 25.60, 25.75, 25.80, 25.80, 1481124, 382.16, 3076, 563250, 38.03
HEG, EQ, 28-Mar-2019, 1983.25, 1997.00, 2164.00, 1985.00, 2120.00, 2118.90, 2097.04, 812447, 17037.34, 67825, 144836, 17.83
HEIDELBERG, EQ, 28-Mar-2019, 177.40, 175.50, 181.40, 175.00, 180.00, 179.45, 178.13, 244747, 435.96, 7858, 172015, 70.28
HEOF1126RG, MF, 28-Mar-2019, 9.50, 9.80, 9.80, 9.66, 9.79, 9.68, 9.70, 38700, 3.76, 18, 31500, 81.40
HERCULES, EQ, 28-Mar-2019, 111.80, 113.40, 115.90, 112.40, 115.60, 114.95, 114.85, 56577, 64.98, 842, 26951, 47.64
HERITGFOOD, EQ, 28-Mar-2019, 525.40, 519.90, 544.50, 519.20, 544.50, 540.85, 536.75, 28053, 150.57, 1898, 14788, 52.71
HEROMOTOCO, EQ, 28-Mar-2019, 2543.20, 2550.00, 2558.00, 2515.00, 2530.00, 2525.75, 2529.57, 1147361, 29023.32, 91193, 581596, 50.69
HESTERBIO, EQ, 28-Mar-2019, 1549.65, 1560.00, 1591.00, 1540.45, 1580.00, 1580.00, 1580.76, 5134, 81.16, 500, 2994, 58.32
HEXATRADEX, BE, 28-Mar-2019, 20.90, 21.90, 21.90, 20.00, 21.80, 21.70, 21.11, 6357, 1.34, 24, -, -
HEXAWARE, EQ, 28-Mar-2019, 336.75, 339.40, 340.00, 335.75, 337.35, 338.55, 337.84, 567073, 1915.81, 14515, 132810, 23.42
HFCL, EQ, 28-Mar-2019, 22.95, 23.25, 23.55, 22.85, 22.90, 22.95, 23.21, 2897540, 672.39, 3586, 1773744, 61.22
HGINFRA, EQ, 28-Mar-2019, 278.70, 278.00, 287.00, 273.00, 285.00, 286.20, 280.10, 76900, 215.40, 877, 65374, 85.01
HGS, EQ, 28-Mar-2019, 610.60, 608.05, 624.50, 608.05, 611.35, 615.05, 614.70, 9244, 56.82, 605, 6422, 69.47
HHOF1140RG, MF, 28-Mar-2019, 8.43, 8.29, 8.61, 8.29, 8.55, 8.55, 8.48, 35080, 2.98, 16, 27100, 77.25
HIGHGROUND, EQ, 28-Mar-2019, 6.55, 6.65, 7.15, 6.65, 7.00, 7.00, 7.02, 64636, 4.54, 158, 51700, 79.99
HIKAL, EQ, 28-Mar-2019, 170.80, 171.00, 174.55, 164.80, 172.00, 172.20, 171.27, 273873, 469.08, 7112, 155927, 56.93
HIL, EQ, 28-Mar-2019, 1867.40, 1860.00, 1903.90, 1860.00, 1860.40, 1865.95, 1876.19, 4829, 90.60, 861, 3505, 72.58
HILTON, BE, 28-Mar-2019, 19.80, 20.10, 20.75, 19.60, 20.70, 20.70, 20.54, 15944, 3.28, 71, -, -
HIMATSEIDE, EQ, 28-Mar-2019, 221.50, 222.90, 223.65, 212.70, 214.00, 214.50, 218.36, 216580, 472.93, 4497, 74287, 34.30
HINDALCO, EQ, 28-Mar-2019, 207.65, 206.95, 208.30, 201.55, 203.10, 202.35, 203.61, 8924025, 18170.15, 66278, 4741827, 53.14
HINDCOMPOS, EQ, 28-Mar-2019, 213.10, 216.25, 216.30, 211.70, 212.40, 212.95, 213.69, 4084, 8.73, 122, 3126, 76.54
HINDCON, SM, 28-Mar-2019, 20.50, 21.15, 22.15, 21.15, 22.15, 22.15, 21.70, 24000, 5.21, 6, 20000, 83.33
HINDCOPPER, EQ, 28-Mar-2019, 48.20, 48.65, 49.10, 48.20, 48.45, 48.50, 48.55, 427776, 207.71, 2584, 170243, 39.80
HINDMOTORS, EQ, 28-Mar-2019, 6.80, 6.80, 7.00, 6.75, 6.85, 6.80, 6.82, 65531, 4.47, 269, 43121, 65.80
HINDNATGLS, EQ, 28-Mar-2019, 81.50, 82.85, 84.40, 81.40, 82.90, 83.15, 83.40, 1301, 1.09, 40, 613, 47.12
HINDOILEXP, EQ, 28-Mar-2019, 130.55, 130.50, 130.95, 127.95, 128.80, 129.05, 129.73, 175097, 227.15, 1442, 75800, 43.29
HINDPETRO, EQ, 28-Mar-2019, 269.20, 269.15, 279.45, 269.15, 276.25, 272.45, 272.73, 21743341, 59300.96, 98499, 14352888, 66.01
HINDUJAVEN, EQ, 28-Mar-2019, 348.80, 351.00, 377.10, 341.20, 355.10, 356.90, 364.31, 4714, 17.17, 479, 1625, 34.47
HINDUNILVR, EQ, 28-Mar-2019, 1680.80, 1685.00, 1692.00, 1673.40, 1689.85, 1683.90, 1681.50, 1852958, 31157.49, 60847, 1266445, 68.35
HINDZINC, EQ, 28-Mar-2019, 271.85, 271.10, 277.75, 268.10, 275.50, 275.80, 273.30, 1231637, 3366.03, 16535, 369927, 30.04
HIRECT, EQ, 28-Mar-2019, 113.65, 116.75, 116.75, 111.75, 113.85, 112.95, 113.02, 13380, 15.12, 198, 10576, 79.04
HISARMETAL, EQ, 28-Mar-2019, 40.80, 41.50, 44.10, 36.75, 41.00, 41.00, 41.74, 17941, 7.49, 110, 6759, 37.67
HITECH, EQ, 28-Mar-2019, 203.20, 210.00, 210.00, 202.25, 208.70, 208.75, 207.72, 15072, 31.31, 442, 3007, 19.95
HITECHCORP, EQ, 28-Mar-2019, 106.05, 106.30, 107.95, 106.00, 107.00, 107.00, 106.43, 3199, 3.40, 21, 3101, 96.94
HITECHGEAR, EQ, 28-Mar-2019, 280.35, 279.00, 288.00, 278.60, 286.95, 285.10, 282.98, 2224, 6.29, 238, 1363, 61.29
HMT, BZ, 28-Mar-2019, 20.00, 20.00, 20.45, 19.05, 19.25, 19.20, 19.65, 3065, 0.60, 29, -, -
HMVL, EQ, 28-Mar-2019, 109.45, 109.40, 111.70, 108.75, 110.60, 110.20, 110.93, 5937, 6.59, 216, 4048, 68.18
HNGSNGBEES, EQ, 28-Mar-2019, 3140.00, 3141.00, 3143.00, 3140.00, 3141.80, 3141.53, 3142.21, 22, 0.69, 13, 12, 54.55
HONAUT, EQ, 28-Mar-2019, 22414.75, 22385.25, 22590.00, 22126.55, 22400.00, 22393.50, 22398.89, 4237, 949.04, 569, 3978, 93.89
HONDAPOWER, EQ, 28-Mar-2019, 1095.75, 1093.50, 1099.00, 1085.55, 1086.05, 1088.40, 1094.36, 2018, 22.08, 192, 1119, 55.45
HOTELEELA, EQ, 28-Mar-2019, 11.65, 11.75, 11.85, 11.10, 11.15, 11.10, 11.20, 1180410, 132.16, 1461, 707540, 59.94
HOTELRUGBY, BE, 28-Mar-2019, 1.45, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 900, 0.01, 4, -, -
HOVS, EQ, 28-Mar-2019, 128.60, 129.15, 132.95, 128.50, 129.50, 129.65, 130.77, 8583, 11.22, 197, 5370, 62.57
HPL, EQ, 28-Mar-2019, 55.70, 56.95, 57.75, 55.00, 56.25, 56.55, 56.54, 79842, 45.14, 705, 41868, 52.44
HSCL, EQ, 28-Mar-2019, 114.35, 114.30, 118.00, 114.30, 116.05, 115.95, 116.57, 265760, 309.80, 2363, 132415, 49.83
HSIL, EQ, 28-Mar-2019, 252.40, 252.80, 256.00, 247.00, 247.20, 248.35, 250.55, 92536, 231.85, 2170, 67686, 73.15
HTMEDIA, EQ, 28-Mar-2019, 44.95, 45.00, 45.50, 43.80, 44.25, 44.25, 44.55, 129442, 57.66, 1727, 89736, 69.33
HUBTOWN, EQ, 28-Mar-2019, 30.90, 31.05, 31.75, 31.00, 31.60, 31.45, 31.47, 48182, 15.16, 809, 32611, 67.68
HUDCO, EQ, 28-Mar-2019, 43.65, 43.85, 44.45, 43.65, 44.45, 44.30, 44.16, 702456, 310.24, 3690, 324323, 46.17
HUDCO, N3, 28-Mar-2019, 1059.50, 1058.93, 1058.93, 1058.91, 1058.91, 1058.91, 1058.91, 205, 2.17, 4, 205, 100.00
HUDCO, N5, 28-Mar-2019, 1086.00, 1076.80, 1076.80, 1076.80, 1076.80, 1076.80, 1076.80, 50, 0.54, 1, 50, 100.00
HUDCO, N6, 28-Mar-2019, 1039.00, 1183.00, 1183.00, 1183.00, 1183.00, 1183.00, 1183.00, 10, 0.12, 1, 10, 100.00
HUDCO, N8, 28-Mar-2019, 1119.00, 1130.00, 1130.00, 1130.00, 1130.00, 1130.00, 1130.00, 150, 1.70, 1, 150, 100.00
HUDCO, N9, 28-Mar-2019, 1131.60, 1135.00, 1135.00, 1135.00, 1135.00, 1135.00, 1135.00, 25, 0.28, 2, 25, 100.00
HUDCO, NE, 28-Mar-2019, 1299.80, 1290.00, 1290.00, 1290.00, 1290.00, 1290.00, 1290.00, 35, 0.45, 1, 35, 100.00
HUSYSLTD, SM, 28-Mar-2019, 30.00, 30.00, 30.00, 30.00, 30.00, 30.00, 30.00, 2000, 0.60, 1, 2000, 100.00
IBREALEST, EQ, 28-Mar-2019, 89.80, 90.00, 92.80, 89.75, 91.00, 91.25, 91.56, 3071214, 2811.98, 18602, 963784, 31.38
IBUCCREDIT, N4, 28-Mar-2019, 985.00, 1000.00, 1000.00, 995.00, 995.00, 995.00, 995.83, 6, 0.06, 2, 6, 100.00
IBULHSGFIN, EQ, 28-Mar-2019, 750.40, 753.00, 823.35, 753.00, 818.00, 811.15, 786.35, 14078068, 110702.26, 249357, 1927925, 13.69
IBULHSGFIN, NA, 28-Mar-2019, 980.00, 979.99, 979.99, 920.00, 920.00, 920.00, 921.94, 31, 0.29, 2, 31, 100.00
IBULISL, EQ, 28-Mar-2019, 278.70, 286.00, 292.60, 280.50, 292.60, 292.60, 290.43, 85755, 249.06, 1059, 61968, 72.26
IBVENTURES, EQ, 28-Mar-2019, 283.00, 290.10, 323.50, 290.10, 314.00, 314.50, 311.22, 3940935, 12265.04, 54044, 1103417, 28.00
ICEMAKE, SM, 28-Mar-2019, 83.90, 84.95, 84.95, 84.95, 84.95, 84.95, 84.95, 2000, 1.70, 1, 2000, 100.00
ICFL, N1, 28-Mar-2019, 994.83, 964.70, 990.00, 964.70, 990.00, 989.75, 987.76, 160, 1.58, 10, 150, 93.75
ICFL, N2, 28-Mar-2019, 975.00, 959.00, 965.00, 950.00, 951.14, 951.57, 957.95, 102, 0.98, 8, 102, 100.00
ICFL, N3, 28-Mar-2019, 1012.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 160, 1.60, 5, 160, 100.00
ICFL, N6, 28-Mar-2019, 1020.00, 1018.00, 1018.00, 1018.00, 1018.00, 1018.00, 1018.00, 120, 1.22, 3, 120, 100.00
ICFL, N8, 28-Mar-2019, 1050.00, 968.00, 969.00, 968.00, 968.00, 968.00, 968.05, 38, 0.37, 6, 38, 100.00
ICICI500, EQ, 28-Mar-2019, 150.67, 152.44, 153.35, 152.25, 153.25, 153.27, 152.83, 126, 0.19, 13, 106, 84.13
ICICIB22, EQ, 28-Mar-2019, 37.51, 37.60, 37.70, 36.60, 37.35, 37.23, 37.56, 5728264, 2151.44, 1838, 5379514, 93.91
ICICIBANK, EQ, 28-Mar-2019, 393.20, 392.75, 401.90, 392.75, 399.05, 400.55, 398.93, 23117485, 92223.26, 142957, 14896983, 64.44
ICICIGI, EQ, 28-Mar-2019, 990.15, 997.40, 1011.00, 990.00, 1004.95, 1005.30, 1002.34, 386507, 3874.12, 39985, 291772, 75.49
ICICIGOLD, EQ, 28-Mar-2019, 29.15, 31.20, 31.80, 29.00, 29.05, 29.10, 29.10, 13402, 3.90, 167, 12708, 94.82
ICICILIQ, EQ, 28-Mar-2019, 1000.00, 999.99, 1000.00, 999.99, 1000.00, 1000.00, 1000.00, 2258, 22.58, 9, 706, 31.27
ICICILOVOL, EQ, 28-Mar-2019, 90.00, 90.00, 94.20, 89.05, 89.33, 89.33, 90.27, 551, 0.50, 30, 259, 47.01
ICICIMCAP, EQ, 28-Mar-2019, 67.87, 67.95, 67.95, 66.96, 67.30, 67.29, 67.29, 7611, 5.12, 53, 7073, 92.93
ICICINF100, EQ, 28-Mar-2019, 123.20, 122.00, 127.00, 122.00, 124.65, 124.65, 123.64, 693, 0.86, 17, 596, 86.00
ICICINIFTY, EQ, 28-Mar-2019, 119.23, 118.76, 120.60, 118.76, 120.51, 120.46, 120.03, 35098, 42.13, 2926, 19487, 55.52
ICICINV20, EQ, 28-Mar-2019, 56.56, 55.00, 57.50, 53.00, 56.90, 56.90, 56.70, 1098, 0.62, 52, 922, 83.97
ICICINXT50, EQ, 28-Mar-2019, 27.82, 28.36, 28.60, 27.96, 28.55, 28.55, 28.18, 2811, 0.79, 141, 2490, 88.58
ICICIPRULI, EQ, 28-Mar-2019, 349.20, 337.55, 355.00, 336.55, 351.05, 352.40, 346.61, 14594547, 50585.56, 111332, 5739326, 39.33
ICICISENSX, EQ, 28-Mar-2019, 402.80, 410.00, 415.00, 403.38, 407.41, 407.41, 405.78, 150, 0.61, 13, 87, 58.00
ICIL, EQ, 28-Mar-2019, 49.20, 49.00, 50.00, 48.55, 49.70, 49.75, 49.63, 190885, 94.74, 1159, 119536, 62.62
ICRA, EQ, 28-Mar-2019, 2876.75, 2880.10, 2890.00, 2868.10, 2879.10, 2880.80, 2880.48, 939, 27.05, 263, 731, 77.85
IDBI, EQ, 28-Mar-2019, 42.40, 42.45, 45.00, 42.30, 44.70, 44.60, 43.97, 16163754, 7107.23, 31405, 6186591, 38.27
IDBIGOLD, EQ, 28-Mar-2019, 2955.00, 2975.00, 2975.00, 2941.00, 2959.00, 2944.60, 2952.88, 308, 9.09, 32, 249, 80.84
IDEA, EQ, 28-Mar-2019, 28.50, 28.55, 30.00, 28.25, 29.00, 29.00, 29.03, 125366309, 36392.35, 91647, 55879538, 44.57
IDFC, EQ, 28-Mar-2019, 46.25, 46.20, 47.45, 45.85, 47.30, 46.90, 46.73, 12206959, 5704.61, 23548, 5476328, 44.86
IDFCFIRSTB, EQ, 28-Mar-2019, 53.70, 53.40, 55.00, 53.00, 54.80, 54.65, 54.03, 21008501, 11350.48, 34773, 6294918, 29.96
IDFCFIRSTB, N1, 28-Mar-2019, 4985.00, 4950.16, 4985.00, 4950.16, 4985.00, 4985.00, 4973.39, 12, 0.60, 3, 8, 66.67
IDFCFIRSTB, N2, 28-Mar-2019, 9220.01, 9220.00, 9275.50, 9220.00, 9275.50, 9275.50, 9270.38, 108, 10.01, 7, 104, 96.30
IDFCFIRSTB, N4, 28-Mar-2019, 8800.01, 8800.00, 8811.01, 8800.00, 8811.01, 8811.01, 8805.51, 8, 0.70, 2, 8, 100.00
IDFCFIRSTB, N5, 28-Mar-2019, 4870.00, 4880.00, 4880.00, 4840.01, 4850.00, 4856.66, 4858.89, 9, 0.44, 4, 6, 66.67
IDFCFIRSTB, N6, 28-Mar-2019, 9000.00, 8950.00, 9000.00, 8950.00, 9000.00, 9000.00, 8966.67, 18, 1.61, 8, 12, 66.67
IDFCFIRSTB, N9, 28-Mar-2019, 4989.00, 4976.00, 4976.00, 4976.00, 4976.00, 4976.00, 4976.00, 2, 0.10, 1, 2, 100.00
IDFCFIRSTB, NA, 28-Mar-2019, 9060.00, 9061.01, 9100.00, 9061.01, 9100.00, 9100.00, 9090.25, 16, 1.45, 4, 12, 75.00
IDFCFIRSTB, NB, 28-Mar-2019, 4900.00, 4989.99, 4989.99, 4900.00, 4905.00, 4905.00, 4945.45, 22, 1.09, 4, 12, 54.55
IDFCFIRSTB, NC, 28-Mar-2019, 8647.50, 8650.00, 8650.00, 8650.00, 8650.00, 8650.00, 8650.00, 20, 1.73, 8, 20, 100.00
IDFCFIRSTB, NE, 28-Mar-2019, 8425.00, 8450.00, 8450.00, 8450.00, 8450.00, 8450.00, 8450.00, 4, 0.34, 1, 4, 100.00
IDFNIFTYET, EQ, 28-Mar-2019, 117.46, 119.00, 123.00, 119.00, 123.00, 123.00, 120.15, 15, 0.02, 7, 10, 66.67
IEX, EQ, 28-Mar-2019, 158.80, 160.80, 165.50, 159.30, 162.85, 163.10, 160.90, 308084, 495.70, 11994, 250947, 81.45
IFBAGRO, EQ, 28-Mar-2019, 482.70, 482.70, 499.00, 480.50, 485.50, 485.65, 490.92, 3893, 19.11, 465, 2181, 56.02
IFBIND, EQ, 28-Mar-2019, 936.00, 948.00, 967.00, 939.00, 967.00, 962.20, 956.16, 6946, 66.41, 1005, 4509, 64.92
IFCI, EQ, 28-Mar-2019, 13.15, 13.20, 13.80, 13.15, 13.75, 13.70, 13.50, 5964304, 805.06, 7565, 1981622, 33.22
IFCI, NH, 28-Mar-2019, 1012.00, 1013.99, 1016.00, 1005.00, 1005.00, 1005.00, 1010.22, 1623, 16.40, 23, 1397, 86.08
IFCI, NJ, 28-Mar-2019, 992.62, 1019.95, 1019.95, 1019.95, 1019.95, 1019.95, 1019.95, 20, 0.20, 1, 20, 100.00
IFCI, NK, 28-Mar-2019, 1447.00, 1439.45, 1439.45, 1439.45, 1439.45, 1439.45, 1439.45, 125, 1.80, 5, 125, 100.00
IFCI, NL, 28-Mar-2019, 975.49, 975.00, 975.00, 975.00, 975.00, 975.00, 975.00, 9, 0.09, 3, 9, 100.00
IFCI, NM, 28-Mar-2019, 1350.00, 1370.00, 1370.00, 1370.00, 1370.00, 1370.00, 1370.00, 6, 0.08, 1, 6, 100.00
IFGLEXPOR, EQ, 28-Mar-2019, 239.20, 240.00, 246.00, 232.00, 240.00, 242.15, 237.67, 3926, 9.33, 653, 1671, 42.56
IGARASHI, EQ, 28-Mar-2019, 348.50, 355.50, 355.50, 346.05, 347.30, 348.05, 349.63, 51327, 179.45, 1367, 42077, 81.98
IGL, EQ, 28-Mar-2019, 305.65, 305.90, 311.00, 305.20, 309.00, 308.35, 308.47, 1293818, 3990.99, 19137, 462397, 35.74
IGPL, EQ, 28-Mar-2019, 299.90, 304.70, 307.10, 299.00, 303.80, 304.30, 303.35, 11465, 34.78, 380, 7211, 62.90
IIFCL, N2, 28-Mar-2019, 1149.99, 1144.99, 1144.99, 1100.00, 1100.00, 1100.00, 1137.49, 60, 0.68, 2, 60, 100.00
IIFCL, N4, 28-Mar-2019, 1279.50, 1250.00, 1284.90, 1250.00, 1265.47, 1275.28, 1277.00, 503, 6.42, 12, 501, 99.60
IIFL, EQ, 28-Mar-2019, 430.00, 435.00, 436.00, 426.10, 430.00, 429.70, 429.66, 254089, 1091.71, 12827, 186557, 73.42
IIFLFIN, ND, 28-Mar-2019, 990.00, 998.00, 998.00, 998.00, 998.00, 998.00, 998.00, 5, 0.05, 1, 5, 100.00
IIFLFIN, NE, 28-Mar-2019, 952.41, 952.48, 952.48, 952.46, 952.46, 952.46, 952.47, 90, 0.86, 2, 90, 100.00
IIFLFIN, NF, 28-Mar-2019, 995.40, 998.00, 1000.00, 996.00, 998.60, 998.48, 997.84, 1805, 18.01, 42, 1789, 99.11
IIFLFIN, NG, 28-Mar-2019, 1037.00, 994.25, 1000.00, 960.00, 998.05, 998.05, 984.96, 250, 2.46, 7, 250, 100.00
IIFLFIN, NH, 28-Mar-2019, 980.00, 1001.20, 1001.20, 1001.00, 1001.00, 1001.00, 1001.04, 61, 0.61, 4, 56, 91.80
IIFLFIN, NI, 28-Mar-2019, 998.00, 999.00, 999.00, 992.50, 992.50, 992.50, 994.98, 262, 2.61, 3, 262, 100.00
IIHFL, N2, 28-Mar-2019, 1019.74, 1020.75, 1020.75, 1010.20, 1011.30, 1010.50, 1013.47, 649, 6.58, 21, 596, 91.83
IITL, EQ, 28-Mar-2019, 73.00, 76.50, 76.65, 73.10, 75.05, 75.05, 75.18, 1971, 1.48, 47, 1600, 81.18
IL&FSENGG, BE, 28-Mar-2019, 8.85, 8.80, 9.00, 8.45, 8.95, 8.90, 8.68, 51265, 4.45, 142, -, -
IL&FSTRANS, EQ, 28-Mar-2019, 5.80, 5.80, 5.90, 5.55, 5.55, 5.55, 5.61, 462989, 26.00, 5690, 380607, 82.21
IMFA, EQ, 28-Mar-2019, 251.70, 252.40, 258.95, 251.70, 256.00, 256.00, 256.03, 14970, 38.33, 608, 11143, 74.44
IMPAL, EQ, 28-Mar-2019, 873.70, 895.50, 920.00, 860.10, 910.00, 910.20, 906.98, 1837, 16.66, 535, 1279, 69.62
IMPEXFERRO, BE, 28-Mar-2019, 0.30, 0.35, 0.35, 0.25, 0.35, 0.35, 0.31, 36083, 0.11, 36, -, -
INDBANK, EQ, 28-Mar-2019, 9.25, 9.15, 9.45, 9.10, 9.45, 9.35, 9.34, 14601, 1.36, 119, 11206, 76.75
INDHOTEL, EQ, 28-Mar-2019, 151.25, 151.25, 152.50, 149.50, 151.30, 151.95, 150.55, 4098905, 6170.95, 10585, 3862247, 94.23
INDIACEM, EQ, 28-Mar-2019, 101.30, 101.20, 103.15, 101.20, 102.60, 102.40, 102.25, 5367791, 5488.72, 19208, 748741, 13.95
INDIAGLYCO, EQ, 28-Mar-2019, 277.85, 280.20, 288.00, 278.15, 280.00, 279.85, 283.21, 178402, 505.25, 5632, 80407, 45.07
INDIANB, EQ, 28-Mar-2019, 264.10, 263.90, 284.70, 261.40, 277.35, 277.35, 272.46, 2864042, 7803.48, 26591, 624058, 21.79
INDIANCARD, EQ, 28-Mar-2019, 127.20, 123.55, 129.80, 123.50, 126.00, 124.35, 125.82, 1278, 1.61, 58, 491, 38.42
INDIANHUME, EQ, 28-Mar-2019, 295.20, 294.00, 297.60, 291.00, 291.00, 292.60, 294.59, 11626, 34.25, 667, 6095, 52.43
INDIGO, EQ, 28-Mar-2019, 1401.30, 1396.00, 1447.90, 1388.10, 1442.00, 1438.50, 1422.75, 1728400, 24590.73, 59105, 260024, 15.04
INDIGRID, IV, 28-Mar-2019, 81.14, 81.00, 81.40, 80.99, 81.40, 81.31, 81.05, 158193, 128.21, 22, 142884, 90.32
INDLMETER, EQ, 28-Mar-2019, 42.00, 43.70, 45.90, 40.10, 40.90, 41.40, 42.08, 5024, 2.11, 60, 2511, 49.98
INDNIPPON, EQ, 28-Mar-2019, 417.40, 421.90, 425.70, 416.00, 416.00, 418.75, 420.93, 1969, 8.29, 178, 1401, 71.15
INDOCO, EQ, 28-Mar-2019, 184.55, 186.85, 188.25, 186.00, 187.00, 187.05, 187.05, 10690, 20.00, 650, 6775, 63.38
INDORAMA, BE, 28-Mar-2019, 35.65, 34.40, 35.85, 34.40, 34.95, 34.95, 34.88, 57292, 19.99, 57, -, -
INDOSOLAR, BE, 28-Mar-2019, 2.15, 2.20, 2.20, 2.10, 2.10, 2.10, 2.13, 83382, 1.78, 117, -, -
INDOSTAR, EQ, 28-Mar-2019, 365.65, 369.85, 385.00, 366.20, 380.00, 381.45, 374.47, 94943, 355.53, 8163, 56588, 59.60
INDOTECH, EQ, 28-Mar-2019, 102.20, 102.30, 107.80, 102.30, 102.60, 104.30, 105.95, 4905, 5.20, 198, 2061, 42.02
INDOTHAI, EQ, 28-Mar-2019, 37.95, 39.75, 39.75, 37.15, 37.25, 37.80, 37.86, 2044, 0.77, 74, 1467, 71.77
INDOWIND, EQ, 28-Mar-2019, 5.60, 5.50, 6.30, 5.40, 5.75, 5.60, 5.71, 55017, 3.14, 114, 38203, 69.44
INDRAMEDCO, EQ, 28-Mar-2019, 38.35, 38.50, 39.05, 38.15, 38.45, 38.55, 38.72, 30488, 11.80, 377, 18765, 61.55
INDSWFTLAB, EQ, 28-Mar-2019, 41.50, 41.45, 42.45, 39.80, 40.45, 40.45, 40.78, 51941, 21.18, 371, 40274, 77.54
INDSWFTLTD, BE, 28-Mar-2019, 5.10, 5.35, 5.35, 5.10, 5.25, 5.25, 5.17, 800, 0.04, 8, -, -
INDTERRAIN, EQ, 28-Mar-2019, 135.00, 134.00, 136.70, 132.25, 134.50, 134.10, 134.72, 4536, 6.11, 100, 3379, 74.49
INDUSINDBK, EQ, 28-Mar-2019, 1804.25, 1812.50, 1834.40, 1777.15, 1813.00, 1821.10, 1804.10, 4070284, 73432.05, 103493, 1864442, 45.81
INEOSSTYRO, EQ, 28-Mar-2019, 516.70, 520.05, 527.00, 513.35, 518.00, 518.60, 519.61, 4002, 20.79, 393, 2943, 73.54
INFIBEAM, EQ, 28-Mar-2019, 41.65, 41.70, 42.65, 41.20, 42.45, 42.15, 42.21, 7315974, 3087.84, 21898, 2646798, 36.18
INFOBEAN, SM, 28-Mar-2019, 70.00, 70.50, 71.00, 70.50, 71.00, 71.00, 70.67, 6000, 4.24, 2, 6000, 100.00
INFRABEES, EQ, 28-Mar-2019, 324.14, 324.47, 328.07, 324.47, 327.19, 327.19, 326.41, 379, 1.24, 14, 295, 77.84
INFRATEL, EQ, 28-Mar-2019, 316.20, 317.45, 319.65, 313.45, 316.00, 317.10, 317.08, 1752675, 5557.31, 35195, 836330, 47.72
INFY, EQ, 28-Mar-2019, 729.70, 730.00, 745.00, 730.00, 739.10, 737.80, 739.73, 9277241, 68626.17, 187881, 5521081, 59.51
INGERRAND, EQ, 28-Mar-2019, 606.60, 610.00, 618.60, 601.70, 615.00, 614.95, 610.93, 10937, 66.82, 1013, 5835, 53.35
INNOVANA, SM, 28-Mar-2019, 391.00, 394.00, 394.00, 385.00, 385.00, 385.00, 390.42, 2000, 7.81, 3, 1600, 80.00
INNOVATIVE, SM, 28-Mar-2019, 22.00, 22.00, 22.00, 22.00, 22.00, 22.00, 22.00, 24000, 5.28, 4, 24000, 100.00
INOXLEISUR, EQ, 28-Mar-2019, 322.30, 322.30, 336.70, 320.45, 328.00, 329.90, 328.76, 857331, 2818.53, 34234, 389492, 45.43
INOXWIND, EQ, 28-Mar-2019, 64.35, 64.90, 67.00, 64.25, 66.20, 66.30, 66.25, 124319, 82.36, 1590, 56975, 45.83
INSECTICID, EQ, 28-Mar-2019, 651.00, 652.00, 655.00, 630.00, 646.00, 643.60, 648.43, 21475, 139.25, 956, 13542, 63.06
INSPIRISYS, EQ, 28-Mar-2019, 53.05, 54.60, 55.85, 53.00, 55.00, 55.10, 54.42, 2279, 1.24, 44, 1806, 79.25
INTEGRA, BE, 28-Mar-2019, 1.60, 1.55, 1.55, 1.55, 1.55, 1.55, 1.55, 3, 0.00, 1, -, -
INTELLECT, EQ, 28-Mar-2019, 204.00, 208.35, 213.80, 205.35, 209.80, 209.80, 209.86, 489464, 1027.21, 12723, 189849, 38.79
INTENTECH, EQ, 28-Mar-2019, 36.90, 38.40, 38.60, 37.50, 38.00, 38.00, 38.15, 14570, 5.56, 77, 12603, 86.50
INVENTURE, EQ, 28-Mar-2019, 13.10, 13.65, 13.70, 12.90, 13.25, 13.25, 12.98, 1067, 0.14, 16, 603, 56.51
IOB, EQ, 28-Mar-2019, 13.80, 14.00, 14.35, 14.00, 14.30, 14.25, 14.16, 1546237, 218.91, 2835, 671529, 43.43
IOC, EQ, 28-Mar-2019, 161.45, 162.00, 164.10, 160.35, 162.25, 161.30, 162.01, 29432533, 47684.47, 117457, 15256914, 51.84
IOLCP, EQ, 28-Mar-2019, 177.70, 179.50, 194.00, 177.00, 194.00, 192.75, 187.98, 859580, 1615.80, 11782, 313783, 36.50
IPAPPM, EQ, 28-Mar-2019, 455.65, 457.00, 463.00, 435.05, 450.00, 451.35, 452.02, 49667, 224.50, 1208, 32556, 65.55
IPCALAB, EQ, 28-Mar-2019, 925.65, 925.00, 967.50, 913.20, 967.50, 959.55, 941.31, 107479, 1011.71, 8514, 54733, 50.92
IRB, EQ, 28-Mar-2019, 141.80, 141.90, 145.35, 141.00, 144.25, 144.00, 143.60, 2853185, 4097.19, 29863, 1234111, 43.25
IRBINVIT, IV, 28-Mar-2019, 65.71, 65.84, 65.84, 65.30, 65.50, 65.46, 65.41, 255000, 166.80, 24, 245000, 96.08
